graph20_70_3.txt: 
Min Cuts: 29 
R Size | Number of Cuts
     1 |             8
     2 |             6
     3 |             6
     4 |             0
     5 |             2
     6 |             1
     7 |             2
     8 |             0
     9 |             0
    10 |             2
    11 |             0
    12 |             1
    13 |            10
    14 |            13
    15 |            12
    16 |            14
    17 |            10
    18 |             4
    19 |             0

graph20_70_861.txt: 
Min Cuts: 104 
R Size | Number of Cuts
     1 |             4
     2 |             1
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             2
    11 |             1
    12 |             3
    13 |             1
    14 |             6
    15 |            10
    16 |             6
    17 |             8
    18 |            47
    19 |             0

graph20_70_207.txt: 
Min Cuts: 105 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             1
     4 |             1
     5 |             3
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             2
    11 |             2
    12 |             2
    13 |             7
    14 |             9
    15 |            10
    16 |            17
    17 |            14
    18 |            16
    19 |             0

graph20_70_342.txt: 
Min Cuts: 105 
R Size | Number of Cuts
     1 |             5
     2 |             3
     3 |             0
     4 |             2
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             2
    12 |             4
    13 |             6
    14 |             7
    15 |             8
    16 |             9
    17 |            19
    18 |            26
    19 |             0

graph20_70_154.txt: 
Min Cuts: 105 
R Size | Number of Cuts
     1 |             3
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
